"","Number","Name","Country","Region","Type","Activity.Evidence","Last.Known.Eruption","Latitude","Longitude","Elevation..Meters.","Dominant.Rock.Type","Tectonic.Setting","year","yearCE","last_time_eruption"
"820",300350,"Uksichan","Russia","Kamchatka and Mainland Asia","Shield","Evidence Uncertain","Unknown",56.08,158.38,1692,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"821",300360,"Bolshoi-Kekuknaysky","Russia","Kamchatka and Mainland Asia","Shield(s)","Eruption Dated","5310 BCE",56.483,157.917,1401,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","5310","BCE",-5310
"822",300370,"Kulkev","Russia","Kamchatka and Mainland Asia","Shield","Evidence Uncertain","Unknown",56.37,158.37,915,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"823",300380,"Geodesistoy","Russia","Kamchatka and Mainland Asia","Shield","Evidence Uncertain","Unknown",56.33,158.67,1170,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"824",300390,"Anaun","Russia","Kamchatka and Mainland Asia","Stratovolcano","Evidence Uncertain","Unknown",56.32,158.83,1828,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"825",300400,"Krainy","Russia","Kamchatka and Mainland Asia","Shield","Evidence Uncertain","Unknown",56.37,159.03,1554,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"826",300410,"Kekurny","Russia","Kamchatka and Mainland Asia","Shield(s)","Evidence Uncertain","Unknown",56.4,158.85,1377,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"827",300420,"Eggella","Russia","Kamchatka and Mainland Asia","Shield","Evidence Uncertain","Unknown",56.57,158.52,1046,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"828",300440,"Verkhovoy","Russia","Kamchatka and Mainland Asia","Shield","Evidence Uncertain","Unknown",56.52,159.53,1400,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"829",300450,"Alney-Chashakondzha","Russia","Kamchatka and Mainland Asia","Stratovolcano","Eruption Dated","1600 CE",56.7,159.65,2598,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","1600","CE",1600
"830",300460,"Cherny","Russia","Kamchatka and Mainland Asia","Stratovolcano","Evidence Uncertain","Unknown",56.82,159.67,1778,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"831",300470,"Pogranychny","Russia","Kamchatka and Mainland Asia","Shield(s)","Evidence Uncertain","Unknown",56.85,159.8,1427,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"832",300480,"Zaozerny","Russia","Kamchatka and Mainland Asia","Shield(s)","Evidence Uncertain","Unknown",56.88,159.95,1349,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"833",300490,"Bliznets","Russia","Kamchatka and Mainland Asia","Stratovolcano","Evidence Uncertain","Unknown",56.97,159.78,1244,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"834",300500,"Kebeney","Russia","Kamchatka and Mainland Asia","Shield","Evidence Uncertain","Unknown",57.1,159.93,1527,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"835",300510,"Fedotych","Russia","Kamchatka and Mainland Asia","Shield","Evidence Uncertain","Unknown",57.13,160.4,965,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"836",300511,"Shisheika","Russia","Kamchatka and Mainland Asia","Lava dome","Eruption Dated","2240 BCE",57.15,161.08,379,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2240","BCE",-2240
"837",300512,"Terpuk","Russia","Kamchatka and Mainland Asia","Shield","Eruption Dated","800 BCE",57.2,159.83,765,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","800","BCE",-800
"838",300520,"Sedankinsky","Russia","Kamchatka and Mainland Asia","Shield","Eruption Dated","7050 BCE",57.27,160.08,1241,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","7050","BCE",-7050
"839",300530,"Leutongey","Russia","Kamchatka and Mainland Asia","Shield","Evidence Uncertain","Unknown",57.3,159.83,1333,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"840",300540,"Tuzovsky","Russia","Kamchatka and Mainland Asia","Shield(s)","Evidence Uncertain","Unknown",57.32,159.97,1533,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"841",300550,"Gorny Institute","Russia","Kamchatka and Mainland Asia","Stratovolcano","Eruption Dated","1250 CE",57.33,160.2,2125,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1250","CE",1250
"842",300551,"Kinenin","Russia","Kamchatka and Mainland Asia","Maar","Eruption Dated","850 CE",57.35,160.97,583,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","850","CE",850
"843",300552,"Bliznetsy","Russia","Kamchatka and Mainland Asia","Lava cone","Eruption Dated","1060 BCE",57.35,161.37,265,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1060","BCE",-1060
"844",300560,"Titila","Russia","Kamchatka and Mainland Asia","Shield(s)","Eruption Dated","550 BCE",57.4,160.1,1559,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","550","BCE",-550
"845",300570,"Mezhdusopochny","Russia","Kamchatka and Mainland Asia","Shield","Evidence Uncertain","Unknown",57.47,160.25,1641,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"846",300580,"Shishel","Russia","Kamchatka and Mainland Asia","Shield","Evidence Uncertain","Unknown",57.45,160.37,2525,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"847",300590,"Elovsky","Russia","Kamchatka and Mainland Asia","Shield(s)","Eruption Dated","7550 BCE",57.55,160.53,1381,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","7550","BCE",-7550
"848",300600,"Alngey","Russia","Kamchatka and Mainland Asia","Stratovolcano","Evidence Uncertain","Unknown",57.7,160.4,1853,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"849",300610,"Uka","Russia","Kamchatka and Mainland Asia","Shield","Evidence Uncertain","Unknown",57.7,160.58,1643,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"850",300620,"Kaileney","Russia","Kamchatka and Mainland Asia","Shield","Evidence Uncertain","Unknown",57.8,160.67,1582,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"851",300630,"Plosky","Russia","Kamchatka and Mainland Asia","Shield","Evidence Uncertain","Unknown",57.83,160.25,1255,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"852",300640,"Bely","Russia","Kamchatka and Mainland Asia","Shield(s)","Evidence Uncertain","Unknown",57.88,160.53,2080,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"853",300650,"Nylgimelkin","Russia","Kamchatka and Mainland Asia","Shield(s)","Eruption Dated","3550 BCE",57.97,160.65,1764,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","3550","BCE",-3550
"854",300660,"Snezhniy","Russia","Kamchatka and Mainland Asia","Shield","Evidence Uncertain","Unknown",58.02,160.8,2169,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"855",300670,"Iktunup","Russia","Kamchatka and Mainland Asia","Shield(s)","Evidence Uncertain","Unknown",58.08,160.77,2300,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"856",300671,"Spokoiny","Russia","Kamchatka and Mainland Asia","Stratovolcano","Eruption Dated","3450 BCE",58.13,160.82,2171,"Dacite","Subduction Zone / Continental Crust (>25 km)","3450","BCE",-3450
"857",300680,"Ostry","Russia","Kamchatka and Mainland Asia","Stratovolcano","Eruption Dated","2050 BCE",58.18,160.82,2552,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","2050","BCE",-2050
"858",300690,"Snegovoy","Russia","Kamchatka and Mainland Asia","Shield","Evidence Uncertain","Unknown",58.2,160.97,2169,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"859",300700,"Severny","Russia","Kamchatka and Mainland Asia","Shield","Eruption Dated","1550 BCE",58.28,160.87,1936,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","1550","BCE",-1550
"860",300710,"Iettunup","Russia","Kamchatka and Mainland Asia","Shield(s)","Evidence Uncertain","Unknown",58.4,161.08,1340,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"861",300720,"Voyampolsky","Russia","Kamchatka and Mainland Asia","Shield(s)","Evidence Uncertain","Unknown",58.37,160.62,1225,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"862",302030,"Udokan Plateau","Russia","Kamchatka and Mainland Asia","Pyroclastic cone(s)","Eruption Dated","220 BCE",56.28,117.77,2180,"Trachybasalt / Tephrite Basanite","Rift Zone / Continental Crust (>25 km)","220","BCE",-220
"863",302040,"Vitim Plateau","Russia","Kamchatka and Mainland Asia","Pyroclastic cone(s)","Evidence Credible","Unknown",53.7,113.3,1250,"Basalt / Picro-Basalt","Unknown","Unknown","Unknown",NA
"864",302050,"Tunkin Depression","Russia","Kamchatka and Mainland Asia","Volcanic field","Evidence Uncertain","Unknown",51.5,102.5,1200,"Trachybasalt / Tephrite Basanite","Rift Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"865",302060,"Jom-Bolok","Russia","Kamchatka and Mainland Asia","Volcanic field","Eruption Dated","5180 BCE",52.713,99.021,2047,"Basalt / Picro-Basalt","Rift Zone / Continental Crust (>25 km)","5180","BCE",-5180
"866",302070,"Azas Plateau","Russia","Kamchatka and Mainland Asia","Volcanic field","Evidence Credible","Unknown",52.433,98.303,2765,"Trachybasalt / Tephrite Basanite","Rift Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"867",303010,"Taryatu-Chulutu","Mongolia","Kamchatka and Mainland Asia","Volcanic field","Eruption Dated","2980 BCE",48.133,99.95,2326,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","2980","BCE",-2980
"868",303020,"Khanuy Gol","Mongolia","Kamchatka and Mainland Asia","Volcanic field","Evidence Credible","Unknown",48.67,102.75,1886,"Trachyandesite / Basaltic Trachyandesite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"869",303030,"Bus-Obo","Mongolia","Kamchatka and Mainland Asia","Pyroclastic cone","Evidence Uncertain","Unknown",46.995,109.355,1301,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"870",303040,"Dariganga Volcanic Field","Mongolia","Kamchatka and Mainland Asia","Pyroclastic cone(s)","Evidence Credible","Unknown",45.754,114.279,1778,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"871",303050,"Middle Gobi","Mongolia","Kamchatka and Mainland Asia","Pyroclastic cone(s)","Evidence Uncertain","Unknown",45.28,106.7,1120,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"872",304020,"Tianshan Volcanic Group","China","Kamchatka and Mainland Asia","Volcanic field","Eruption Observed","650 CE",42.5,82.5,0,"No Data","Intraplate / Continental Crust (>25 km)","650","CE",650
"873",304030,"Kunlun Volcanic Group","China","Kamchatka and Mainland Asia","Pyroclastic cone(s)","Eruption Observed","1951 CE",35.52,80.2,5808,"Trachyte / Trachydacite","Intraplate / Continental Crust (>25 km)","1951","CE",1951
"874",305010,"Honggeertu","China","Kamchatka and Mainland Asia","Pyroclastic cone(s)","Evidence Uncertain","Unknown",41.47,113,1700,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"875",305011,"Arshan","China","Kamchatka and Mainland Asia","Pyroclastic cone(s)","Eruption Dated","0 CE",47.5,120.7,0,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","0","CE",0
"876",305020,"Keluo Group","China","Kamchatka and Mainland Asia","Pyroclastic cone(s)","Evidence Credible","Unknown",49.37,125.92,670,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"877",305030,"Wudalianchi","China","Kamchatka and Mainland Asia","Volcanic field","Eruption Observed","1776 CE",48.72,126.12,597,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","1776","CE",1776
"878",305040,"Jingbo","China","Kamchatka and Mainland Asia","Volcanic field","Eruption Dated","520 BCE",44.08,128.83,1000,"Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust (>25 km)","520","BCE",-520
"879",305050,"Longgang Group","China","Kamchatka and Mainland Asia","Pyroclastic cone(s)","Eruption Dated","350 CE",42.33,126.5,1000,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","350","CE",350
"880",305060,"Changbaishan","China-North Korea","Kamchatka and Mainland Asia","Stratovolcano","Eruption Observed","1903 CE",41.98,128.08,2744,"Trachyte / Trachydacite","Intraplate / Continental Crust (>25 km)","1903","CE",1903
"881",306010,"Xianjindao","North Korea","Kamchatka and Mainland Asia","Unknown","Evidence Uncertain","Unknown",41.33,128,0,"No Data","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"882",306020,"Ch'uga-ryong","North Korea-South Korea","Kamchatka and Mainland Asia","Shield","Evidence Uncertain","Unknown",38.33,127.33,452,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","Unknown","Unknown",NA
"883",306030,"Ulreung","South Korea","Kamchatka and Mainland Asia","Stratovolcano","Eruption Dated","2990 BCE",37.5,130.87,984,"Trachyandesite / Basaltic Trachyandesite","Intraplate / Continental Crust (>25 km)","2990","BCE",-2990
"884",306040,"Halla","South Korea","Kamchatka and Mainland Asia","Shield","Eruption Observed","1007 CE",33.361,126.53,1919,"Basalt / Picro-Basalt","Intraplate / Continental Crust (>25 km)","1007","CE",1007
"885",311010,"Buldir","United States","Alaska","Stratovolcano","Evidence Uncertain","Unknown",52.35,175.911,656,"Basalt / Picro-Basalt","Subduction Zone / Intermediate Crust (15-25 km)","Unknown","Unknown",NA
"886",311020,"Kiska","United States","Alaska","Stratovolcano","Eruption Observed","1990 CE",52.103,177.602,1220,"Andesite / Basaltic Andesite","Subduction Zone / Intermediate Crust (15-25 km)","1990","CE",1990
"887",311030,"Segula","United States","Alaska","Stratovolcano","Evidence Credible","Unknown",52.015,178.136,1160,"Andesite / Basaltic Andesite","Subduction Zone / Intermediate Crust (15-25 km)","Unknown","Unknown",NA
"888",311040,"Davidof","United States","Alaska","Stratovolcano","Evidence Uncertain","Unknown",51.97,178.33,328,"No Data","Subduction Zone / Intermediate Crust (15-25 km)","Unknown","Unknown",NA
"889",311050,"Little Sitkin","United States","Alaska","Stratovolcano","Eruption Observed","1830 CE",51.95,178.543,1174,"Andesite / Basaltic Andesite","Subduction Zone / Intermediate Crust (15-25 km)","1830","CE",1830
"890",311060,"Semisopochnoi","United States","Alaska","Stratovolcano","Eruption Observed","1987 CE",51.93,179.58,1221,"Basalt / Picro-Basalt","Subduction Zone / Intermediate Crust (15-25 km)","1987","CE",1987
"891",311070,"Gareloi","United States","Alaska","Stratovolcano","Eruption Observed","1989 CE",51.79,-178.794,1573,"Basalt / Picro-Basalt","Subduction Zone / Intermediate Crust (15-25 km)","1989","CE",1989
"892",311080,"Tanaga","United States","Alaska","Stratovolcano(es)","Eruption Observed","1914 CE",51.885,-178.146,1806,"Basalt / Picro-Basalt","Subduction Zone / Intermediate Crust (15-25 km)","1914","CE",1914
"893",311090,"Takawangha","United States","Alaska","Stratovolcano","Eruption Dated","1550 CE",51.873,-178.006,1449,"Basalt / Picro-Basalt","Subduction Zone / Intermediate Crust (15-25 km)","1550","CE",1550
"894",311100,"Bobrof","United States","Alaska","Stratovolcano","Evidence Uncertain","Unknown",51.91,-177.438,738,"Basalt / Picro-Basalt","Subduction Zone / Intermediate Crust (15-25 km)","Unknown","Unknown",NA
"895",311110,"Kanaga","United States","Alaska","Stratovolcano","Eruption Observed","2012 CE",51.923,-177.168,1307,"Andesite / Basaltic Andesite","Subduction Zone / Intermediate Crust (15-25 km)","2012","CE",2012
"896",311111,"Moffett","United States","Alaska","Stratovolcano","Eruption Dated","1600 BCE",51.944,-176.747,1196,"Andesite / Basaltic Andesite","Subduction Zone / Intermediate Crust (15-25 km)","1600","BCE",-1600
"897",311120,"Great Sitkin","United States","Alaska","Stratovolcano","Eruption Observed","1974 CE",52.076,-176.13,1740,"Andesite / Basaltic Andesite","Subduction Zone / Intermediate Crust (15-25 km)","1974","CE",1974
"898",311130,"Kasatochi","United States","Alaska","Stratovolcano","Eruption Observed","2008 CE",52.177,-175.508,314,"Basalt / Picro-Basalt","Subduction Zone / Intermediate Crust (15-25 km)","2008","CE",2008
"899",311140,"Koniuji","United States","Alaska","Stratovolcano","Eruption Dated","1150 BCE",52.22,-175.13,273,"Andesite / Basaltic Andesite","Subduction Zone / Intermediate Crust (15-25 km)","1150","BCE",-1150
"900",311160,"Atka","United States","Alaska","Stratovolcano(es)","Eruption Observed","1812 CE",52.331,-174.139,1448,"Basalt / Picro-Basalt","Subduction Zone / Intermediate Crust (15-25 km)","1812","CE",1812
"901",311161,"Korovin","United States","Alaska","Stratovolcano(es)","Eruption Observed","2007 CE",52.381,-174.166,1518,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","2007","CE",2007
"902",311180,"Seguam","United States","Alaska","Stratovolcano(es)","Eruption Observed","1993 CE",52.315,-172.51,1054,"Andesite / Basaltic Andesite","Subduction Zone / Intermediate Crust (15-25 km)","1993","CE",1993
"903",311190,"Amukta","United States","Alaska","Stratovolcano","Eruption Observed","1997 CE",52.5,-171.252,1066,"Andesite / Basaltic Andesite","Subduction Zone / Intermediate Crust (15-25 km)","1997","CE",1997
"904",311200,"Chagulak","United States","Alaska","Stratovolcano","Evidence Credible","Unknown",52.577,-171.13,1142,"Andesite / Basaltic Andesite","Subduction Zone / Intermediate Crust (15-25 km)","Unknown","Unknown",NA
"905",311210,"Yunaska","United States","Alaska","Shield","Eruption Observed","1937 CE",52.643,-170.629,550,"Andesite / Basaltic Andesite","Subduction Zone / Intermediate Crust (15-25 km)","1937","CE",1937
"906",311220,"Herbert","United States","Alaska","Stratovolcano","Evidence Credible","Unknown",52.742,-170.111,1280,"Andesite / Basaltic Andesite","Subduction Zone / Intermediate Crust (15-25 km)","Unknown","Unknown",NA
"907",311230,"Carlisle","United States","Alaska","Stratovolcano","Eruption Observed","1828 CE",52.894,-170.054,1620,"Andesite / Basaltic Andesite","Subduction Zone / Intermediate Crust (15-25 km)","1828","CE",1828
"908",311240,"Cleveland","United States","Alaska","Stratovolcano","Eruption Observed","2016 CE",52.825,-169.944,1730,"Andesite / Basaltic Andesite","Subduction Zone / Intermediate Crust (15-25 km)","2016","CE",2016
"909",311241,"Tana","United States","Alaska","Stratovolcano(es)","Evidence Credible","Unknown",52.83,-169.77,1170,"Rhyolite","Subduction Zone / Intermediate Crust (15-25 km)","Unknown","Unknown",NA
"910",311250,"Uliaga","United States","Alaska","Stratovolcano","Evidence Credible","Unknown",53.065,-169.77,888,"No Data","Subduction Zone / Intermediate Crust (15-25 km)","Unknown","Unknown",NA
"911",311260,"Kagamil","United States","Alaska","Stratovolcano","Eruption Observed","1929 CE",52.974,-169.72,893,"No Data","Subduction Zone / Intermediate Crust (15-25 km)","1929","CE",1929
"912",311270,"Vsevidof","United States","Alaska","Stratovolcano","Eruption Observed","1878 CE",53.13,-168.693,2149,"Andesite / Basaltic Andesite","Subduction Zone / Intermediate Crust (15-25 km)","1878","CE",1878
"913",311280,"Recheschnoi","United States","Alaska","Stratovolcano","Evidence Credible","Unknown",53.157,-168.539,1984,"Andesite / Basaltic Andesite","Subduction Zone / Intermediate Crust (15-25 km)","Unknown","Unknown",NA
"914",311290,"Okmok","United States","Alaska","Shield","Eruption Observed","2008 CE",53.43,-168.13,1073,"Basalt / Picro-Basalt","Subduction Zone / Intermediate Crust (15-25 km)","2008","CE",2008
"915",311300,"Bogoslof","United States","Alaska","Submarine","Eruption Observed","1992 CE",53.93,-168.03,150,"Trachyandesite / Basaltic Trachyandesite","Subduction Zone / Intermediate Crust (15-25 km)","1992","CE",1992
"916",311310,"Makushin","United States","Alaska","Stratovolcano","Eruption Observed","1995 CE",53.891,-166.923,1800,"Andesite / Basaltic Andesite","Subduction Zone / Intermediate Crust (15-25 km)","1995","CE",1995
"917",311320,"Akutan","United States","Alaska","Stratovolcano","Eruption Observed","1992 CE",54.134,-165.986,1303,"Basalt / Picro-Basalt","Subduction Zone / Intermediate Crust (15-25 km)","1992","CE",1992
"918",311340,"Westdahl","United States","Alaska","Stratovolcano?","Eruption Observed","1992 CE",54.518,-164.65,1654,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","1992","CE",1992
"919",311350,"Fisher","United States","Alaska","Stratovolcano","Eruption Observed","1830 CE",54.65,-164.43,1112,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1830","CE",1830
"920",311360,"Shishaldin","United States","Alaska","Stratovolcano","Eruption Observed","2015 CE",54.756,-163.97,2857,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","2015","CE",2015
"921",311370,"Isanotski","United States","Alaska","Stratovolcano","Evidence Uncertain","Unknown",54.765,-163.723,2446,"No Data","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"922",311380,"Roundtop","United States","Alaska","Stratovolcano","Eruption Dated","7600 BCE",54.8,-163.589,1871,"Rhyolite","Subduction Zone / Continental Crust (>25 km)","7600","BCE",-7600
"923",311390,"Amak","United States","Alaska","Stratovolcano","Eruption Observed","1796 CE",55.424,-163.149,488,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1796","CE",1796
"924",311800,"Adagdak","United States","Alaska","Stratovolcano","Unrest / Pleistocene","Unknown",51.988,-176.592,610,"","Subduction Zone / Intermediate Crust (15-25 km)","Unknown","Unknown",NA
"925",312010,"Frosty","United States","Alaska","Stratovolcano(es)","Evidence Credible","Unknown",55.067,-162.835,1728,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"926",312011,"Dutton","United States","Alaska","Stratovolcano","Evidence Credible","Unknown",55.183,-162.276,1465,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"927",312020,"Emmons Lake","United States","Alaska","Caldera","Evidence Credible","Unknown",55.341,-162.073,1436,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"928",312030,"Pavlof","United States","Alaska","Stratovolcano","Eruption Observed","2016 CE",55.417,-161.894,2493,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2016","CE",2016
"929",312040,"Pavlof Sister","United States","Alaska","Stratovolcano","Evidence Credible","Unknown",55.457,-161.854,2142,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"930",312050,"Dana","United States","Alaska","Stratovolcano","Eruption Dated","1890 BCE",55.641,-161.214,1354,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1890","BCE",-1890
"931",312051,"Stepovak Bay 2","United States","Alaska","Pyroclastic cone","Evidence Credible","Unknown",55.913,-160.041,1323,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"932",312052,"Stepovak Bay 3","United States","Alaska","Pyroclastic cone","Evidence Uncertain","Unknown",55.929,-160.002,1555,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"933",312053,"Stepovak Bay 4","United States","Alaska","Stratovolcano","Evidence Credible","Unknown",55.954,-159.954,1557,"No Data","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"934",312060,"Kupreanof","United States","Alaska","Stratovolcano","Eruption Observed","1987 CE",56.011,-159.797,1895,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1987","CE",1987
"935",312070,"Veniaminof","United States","Alaska","Stratovolcano","Eruption Observed","2013 CE",56.17,-159.38,2507,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","2013","CE",2013
"936",312080,"Black Peak","United States","Alaska","Stratovolcano","Eruption Dated","1900 BCE",56.552,-158.785,1032,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1900","BCE",-1900
"937",312090,"Aniakchak","United States","Alaska","Caldera","Eruption Observed","1931 CE",56.88,-158.17,1341,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1931","CE",1931
"938",312100,"Yantarni","United States","Alaska","Stratovolcano","Eruption Dated","800 BCE",57.019,-157.185,1345,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","800","BCE",-800
"939",312110,"Chiginagak","United States","Alaska","Stratovolcano","Eruption Observed","1998 CE",57.135,-156.99,2221,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1998","CE",1998
"940",312120,"Kialagvik","United States","Alaska","Stratovolcano","Evidence Credible","Unknown",57.203,-156.745,1677,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"941",312130,"Ugashik-Peulik","United States","Alaska","Stratovolcano","Eruption Observed","1814 CE",57.751,-156.368,1474,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1814","CE",1814
"942",312131,"Ukinrek Maars","United States","Alaska","Maar(s)","Eruption Observed","1977 CE",57.832,-156.51,91,"Basalt / Picro-Basalt","Subduction Zone / Continental Crust (>25 km)","1977","CE",1977
"943",312132,"Unnamed","United States","Alaska","Lava dome","Evidence Credible","Unknown",57.87,-155.411,402,"No Data","Subduction Zone / Continental Crust (>25 km)","Unknown","Unknown",NA
"944",312140,"Martin","United States","Alaska","Stratovolcano","Eruption Dated","1953 CE",58.172,-155.361,1863,"Dacite","Subduction Zone / Continental Crust (>25 km)","1953","CE",1953
"945",312150,"Mageik","United States","Alaska","Stratovolcano","Eruption Dated","500 BCE",58.195,-155.253,2165,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","500","BCE",-500
"946",312160,"Trident","United States","Alaska","Stratovolcano","Eruption Observed","1974 CE",58.236,-155.1,1864,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1974","CE",1974
"947",312170,"Katmai","United States","Alaska","Stratovolcano","Eruption Observed","1912 CE",58.28,-154.963,2047,"Andesite / Basaltic Andesite","Subduction Zone / Continental Crust (>25 km)","1912","CE",1912
"948",312180,"Novarupta","United States","Alaska","Caldera","Eruption Observed","1912 CE",58.27,-155.157,841,"Rhyolite","Subduction Zone / Continental Crust (>25 km)","1912","CE",1912
